compound,rev_score_sum,n_clusters
CPC003 HA1E 6H-cefixime-10.0,-1.5389940695902025,20
CPC006 NCIH596 6H-pp-30-11.1,-1.5389994307596089,20
CPC006 RMUGS 6H-l-sulforophane-10.0,-1.5390163587217154,18
CPC005 HT29 6H-purvalanol a-10.0,-1.53910926645028,20
CPC006 MCF7 24H-trifluoperazine dihydrochloride-10.0,-1.5393221072948289,9
CPC001 PC3 6H-brefeldin a-10.0,-1.539473772583072,20
CPC007 A549 6H-ncgc00165289-01-10.0,-1.539626584616082,17
CPD001 PC3 24H-wortmannin-10.0,-1.5402528500976136,17
CPC014 PC3 24H-1391-0741-10.0,-1.5402571747253,16
CPC006 MCF7 6H-BRD-K28907958-11.1,-1.5409337553450242,20
CPC006 VCAP 6H-BRD-K94325918-10.0,-1.5420036516614073,20
LJP006 MCF10A 3H-celastrol-3.33,-1.5422705962032215,20
CPC006 A549 6H-BRD-K59962020-10.0,-1.5425450627773478,18
CPC008 A375 24H-vu0418939-2-10.0,-1.5434749493551343,20
CPC019 HEPG2 6H-BRD-K90417362-10.0,-1.5435223084427232,20
CPC017 A375 6H-cycloheximide-10.0,-1.5444385706393902,20
CPC014 A549 6H-s1104-10.0,-1.5446949172867477,20
LJP006 LNCAP 24H-geldanamycin-3.33,-1.5447230908845073,20
CPC012 PHH 24H-BRD-A20697603-10.0,-1.5453391137142012,15
CPC019 A375 6H-BRD-K74840245-10.0,-1.5461557900784535,12
CPC005 VCAP 6H-trichostatin a-10.0,-1.546266373479123,20
CPC003 HA1E 24H-sb 334867-10.0,-1.5469640168289867,20
CPC008 VCAP 6H-vu0418946-2-10.0,-1.5470117425043952,20
CPC019 HA1E 6H-BRD-K71554540-10.0,-1.5470733821038936,18
CPC016 HEPG2 6H-BRD-K80348542-10.0,-1.5474457695401924,19
LJP007 HA1E 24H-sutent-10,-1.547552682497248,20
CPC007 HT29 6H-BRD-K58214070-10.0,-1.5483017820525768,20
CPC010 VCAP 24H-beclomethasone-10.0,-1.5486773012199857,7
CPC002 HCC515 24H-anafranil-10.0,-1.5491139513429029,19
CPC006 MCF7 24H-artesunate-10.0,-1.549278156554334,19
CPC006 SNUC5 6H-dc-45-a2-11.1,-1.5493935880561647,20
CPC015 MCF7 6H-bromocriptine mesylate-10.0,-1.5494631662381546,12
CPC008 A375 6H-kuc103670 kuc103670n-10.0,-1.5496211412427179,17
LJP009 MCF7 24H-HY-11007-10,-1.5508535174088882,20
LJP005 BT20 24H-erlotinib-0.12,-1.551739064978384,20
CPC004 PC3 24H-daunorubicin-10.0,-1.5519876799816363,19
LJP006 HT29 24H-THZ-2-98-01-10,-1.5522131252798057,20
CPC012 MCF7 24H-BRD-K75329208-10.0,-1.5527248125535005,18
CPC018 ASC 24H-BRD-A40431293-10.0,-1.5531089604585637,20
CPC020 A375 6H-BRD-K35573744-10.0,-1.553691522426528,16
CPC015 MCF7 6H-proscillaridin a-10.0,-1.5544004632919206,8
CPC006 SW480 6H-8-cpt-2-me-camp-10.0,-1.5545506302471712,16
CPC004 HCC515 6H-ag 957-10.0,-1.5551029106372276,18
CPC017 HT29 6H-talniflumate-10.0,-1.5555184915329376,13
CPD003 MCF7 24H-parbendazole-10.0,-1.5559667590361934,19
CPC011 PC3 24H-docetaxel-10.0,-1.556486585334587,17
CPC002 VCAP 6H-u 99194 maleate-10.0,-1.5568618281788187,18
CPC006 WSUDLCL2 6H-pi 103 hydrochloride-11.1,-1.556934335051995,20
CPC015 NPC 24H-chlormadinone acetate-10.0,-1.5574894303372897,18
CPC006 PC3 24H-uk 356618-10.0,-1.5586133644475866,14
CPC001 PC3 6H-obaa-10.0,-1.5593486322727128,10
CPC006 OV7 6H-pac 1-10.0,-1.5602788476245497,20
CPC002 VCAP 6H-pp 1-10.0,-1.560338440942018,13
CPC005 A375 6H-penicillic acid-10.0,-1.5603960501643739,19
CPC006 SW948 6H-prima-1 met-10.0,-1.5606830279928945,15
CPC001 PC3 6H-strophanthidin-10.0,-1.5614978045018124,14
CPC009 A549 6H-BRD-K75477256-10.0,-1.5622713339025718,18
CPC003 VCAP 6H-cgp 71683 hydrochloride-10.0,-1.562302564963029,15
CPC019 A549 24H-BRD-K00007652-10.0,-1.5623658295972163,19
CPC018 MCF7 6H-nortriptyline hydrochloride-10.0,-1.5623813437997867,20
CPD001 MCF7 6H-diethylcarbamazine citrate-10.0,-1.5629022213915726,11
CPC009 MCF7 24H-BRD-K56111351-10.0,-1.5629612879284014,19
CPC014 PC3 24H-p0030-10.0,-1.5629862563785535,16
CPC011 PC3 24H-nelfinavir-10.0,-1.5634368672643735,19
CPC007 HCC515 6H-stock1s-53863-10.0,-1.563511128911526,16
CPC006 VCAP 6H-BRD-K64642496-40.0,-1.5635955533348926,20
CPC016 NEU 24H-BRD-K80348542-10.0,-1.5640042427850502,20
CPC006 HEC108 6H-menadione-10.0,-1.5643002504262005,20
CPC014 MCF7 24H-t3205-10.0,-1.5643092576521849,20
CPC014 A375 6H-BRD-U73238814-10.0,-1.5643728453836665,19
CPC008 VCAP 6H-vu0418934-2-10.0,-1.5645862547856186,20
CPC014 HEPG2 6H-f3103-0039-10.0,-1.5646271505974454,17
CPC019 PC3 24H-BRD-K67090983-10.0,-1.5648652333648003,20
CPC005 HA1E 24H-cgs 15943-10.0,-1.5652806532621433,18
CPC001 VCAP 24H-prostaglandin e2-10.0,-1.565424915043465,12
CPC014 MCF7 6H-BRD-A13914662-10.0,-1.5656850012879042,4
CPC016 MCF7 24H-ehna-10.0,-1.565748171622634,19
CPC010 MCF7 24H-BRD-A32449311-10.0,-1.566792744183337,17
CPC011 VCAP 24H-nelfinavir-10.0,-1.5668601483434461,17
LJP005 BT20 24H-GDC-0980-10,-1.566891169344538,20
CPC008 A375 6H-dm163 brd-k06180729-10.0,-1.5675137898825797,19
CPC016 HEPG2 6H-y 134-10.0,-1.5676167542258452,15
CPD002 PC3 6H-wortmannin-10.0,-1.5677386849605615,20
CPC003 PC3 6H-bufalin-10.0,-1.5685394403868036,20
CPC006 HCC515 24H-sb 216763-10.0,-1.568650470642608,19
CPC006 VCAP 6H-auranofin-10.0,-1.5689849236772,20
CPC001 PC3 24H-gr 127935 hydrochloride-10.0,-1.5692157782803609,17
CPC013 HA1E 6H-BRD-K06623064-10.0,-1.5694252819975216,19
CPC013 PC3 24H-BRD-A81530502-10.0,-1.5696686883933104,19
CPC012 MCF7 6H-BRD-K30993697-10.0,-1.5714821663298888,4
CPC013 VCAP 24H-BRD-K48950795-10.0,-1.5715225975487506,20
CPC001 VCAP 6H-sch 58261-10.0,-1.5716058493939171,6
CPC009 VCAP 6H-BRD-K42499654-10.0,-1.571880202416497,13
CPC013 HCC515 6H-BRD-K11795542-10.0,-1.571959883704786,19
CPC016 MCF7 24H-gtp 14564-10.0,-1.5721702931604136,18
CPC007 PC3 6H-BRD-K39345836-10.0,-1.5722320201276372,20
LJP006 SKBR3 3H-PF-562271-0.37,-1.5723286018085618,20
LJP006 HS578T 24H-GSK-1059615-3.33,-1.5725175657844925,20
CPC013 HCC515 6H-s1022-10.0,-1.5727006149145593,19
CPC006 NCIH596 6H-parthenolide-10.0,-1.5727163416050356,19
CPC014 HT29 6H-ei-273-10.0,-1.5739777571857303,20
CPD002 PC3 6H-rofecoxib-10.0,-1.5744345002543207,20
CPC006 H1299 6H-sirolimus-10.0,-1.5747254453353694,18
CPC013 VCAP 6H-s1107-10.0,-1.5752902830725886,20
LJP006 SKBR3 24H-ZSTK-474-0.37,-1.5772782791844109,20
CPD002 MCF7 6H-acetopromazine maleate salt-10.0,-1.5774941698429994,16
CPC005 HT29 24H-lomatin-10.0,-1.5779150458251197,19
CPC006 SW620 6H-BRD-K12184916-0.63,-1.5780702595252127,19
CPC018 PHH 24H-BRD-K31491153-10.0,-1.5785909957025976,20
CPC006 RMUGS 6H-4-demethoxydaunorubicin hydrochloride (65)-0.08,-1.578854483215427,19
CPC013 PC3 6H-rjc 03547-10.0,-1.578879442755212,15
CPC006 HCC515 24H-BRD-K81473043-0.35,-1.5789234900238103,20
CPD002 MCF7 24H-oxibendazole-10.0,-1.579012021743669,19
CPC006 PC3 24H-yk 4-279-10.0,-1.5790651117619317,19
CPC014 A549 24H-BRD-K88569143-10.0,-1.5805124137954043,20
CPC005 HA1E 6H-geldanamycin-10.0,-1.580909973012043,20
CPC008 MCF7 24H-ncgc00182371-01-10.0,-1.581744260974544,19
CPC006 HCC515 24H-pifithrin- ?-10.0,-1.5820139664788726,10
CPC006 HCC515 6H-bo2 (inhibits rad51)-40.0,-1.5820481849737806,13
CPC014 VCAP 24H-stk397047-10.0,-1.582435225513041,20
CPC013 HA1E 6H-BRD-K11795542-10.0,-1.58279752325838,20
CPC004 HCC515 6H-benzopurpurin (b)-10.0,-1.5828267393070303,17
CPC013 PC3 6H-np-001821-10.0,-1.583117568292032,10
CPC009 HEPG2 6H-BRD-K08325710-10.0,-1.5833150131165703,18
"CPC002 HCC515 24H-r(-)-2,10,11-trihydroxyaporphine-10.0",-1.5843140132438918,19
CPC002 HCC515 6H-digoxigenin-10.0,-1.584859012975248,18
"CPC006 VCAP 6H-ingenol 3, 20-dibenzoate-10.0",-1.5850885535841832,20
LJP005 MCF7 24H-GDC-0980-10,-1.5858090887513256,20
CPC012 NPC 24H-BRD-K62169556-10.0,-1.5860837474639444,18
CPC006 SW620 6H-mw-ras12-10.0,-1.5867426882644176,20
LJP008 HT29 24H-vorinostat-10,-1.586859844228809,20
CPC006 HEPG2 6H-pf 750-80.0,-1.5870458490661754,14
CPC006 A375 24H-pp-110-22.2,-1.5873742207086967,20
CPC014 MCF7 6H-BRD-U64289953-10.0,-1.588150165800036,20
CPC002 VCAP 6H-benzamil hydrochloride-10.0,-1.5883615383656422,15
CPC006 HEC108 6H-tpca-1-10.0,-1.5885891477924632,16
CPC018 A549 24H-palda-10.0,-1.5894808690393116,20
CPC013 SKB 24H-s1175-10.0,-1.5900858514696412,19
CPC006 VCAP 24H-dorsomorphin dihydrochloride-10.0,-1.5902239205727806,20
CPC006 HA1E 6H-(e)-capsaicin-160.0,-1.590661124651944,10
CPC014 PC3 24H-s1122-10.0,-1.5908696812334941,20
CPC005 HA1E 6H-bmy 45778-10.0,-1.5915638479196343,20
CPC001 HCC515 6H-gw 583340 dihydrochloride-10.0,-1.5917015339522165,17
CPC013 PC3 6H-BRD-K50140147-10.0,-1.5920639112862933,18
CPC009 PC3 24H-BRD-K59705555-10.0,-1.5920863613033633,17
CPC006 RMUGS 6H-parthenolide-10.0,-1.5920970202278177,20
CPC010 HT29 6H-BRD-K28916077-10.0,-1.5921929380924624,19
CPC018 MCF7 6H-buddleoflavonoloside-10.0,-1.5921962038873732,17
CPC003 HCC515 24H-gamma-linolenic acid (18:3 n-6)-10.0,-1.5925840640931614,19
CPC006 SKLU1 6H-bjm-ctd2-9-10.0,-1.5926679251372198,20
CPC006 A375 6H-emetine dihydrochloride hydrate (74)-0.63,-1.5929557285956129,19
CPC006 VCAP 24H-trichostatin a-10.0,-1.5936024181126336,20
CPC017 A375 6H-sb 225002-10.0,-1.5948661053309168,13
CPC009 VCAP 24H-BRD-K45205755-10.0,-1.5948705051898617,17
CPC014 MCF7 6H-s1019-10.0,-1.595301117643302,5
CPC014 A549 24H-t5323840-10.0,-1.5964748754175748,20
CPC019 PC3 6H-BRD-K20000640-10.0,-1.59654005634386,10
LJP006 HA1E 24H-KIN001-043-3.33,-1.596712794463705,20
CPC013 HA1E 6H-BRD-A32214171-10.0,-1.5974330968022543,18
CPC006 MCF7 24H-BRD-K60219430-10.0,-1.597483791349115,17
CPC006 PC3 6H-pnu 74654-80.0,-1.597877453518687,18
CPC010 HA1E 6H-BRD-K85853281-10.0,-1.5990743845039987,13
CPC017 HEPG2 6H-homoharringtonine-10.0,-1.5991252017654713,20
CPC010 PC3 6H-BRD-K99633092-10.0,-1.5994309251864633,20
CPC006 OV7 6H-mln4924-11.1,-1.6002717481642386,19
CPC020 PC3 24H-BRD-A25088322-10.0,-1.6003401324245883,10
CPC006 A375 6H-sb 225002-11.1,-1.6003491253849949,7
CPC004 HA1E 6H-quipazine dimaleate salt-10.0,-1.6004141182109344,19
CPC006 AGS 6H-ku-0063794-10.0,-1.600424759334752,20
CPC017 HT29 6H-digoxin-10.0,-1.600953802287886,20
CPC014 PHH 24H-BRD-K40175214-10.0,-1.6015095272913116,20
CPC013 VCAP 24H-BRD-K72381041-10.0,-1.6016385538486078,18
CPC005 MCF7 6H-mbcq-10.0,-1.6021544261236453,11
CPC005 A549 24H-homatropine bromide-10.0,-1.6024658410108068,18
CPC020 MCF7 24H-disopyramide phosphate-10.0,-1.602521539215012,15
CPC006 HA1E 24H-evodiamine-10.0,-1.6025913107406071,20
CPC004 HCC515 6H-piplartine-10.0,-1.6026856939070337,20
CPC001 HA1E 6H-ic 261-10.0,-1.6038905439188973,10
LJP005 HS578T 3H-BYL719-10,-1.6047103341429865,20
CPC014 VCAP 6H-s-250-10.0,-1.6054110155660863,20
"CPC006 VCAP 24H-l-690,488-10.0",-1.6058858904366407,17
CPC006 PC3 6H-7b-cis-10.0,-1.6063813691739888,19
CPC014 VCAP 24H-sl-231-10.0,-1.606388849651798,15
CPC014 HCC515 6H-BRD-U64289953-10.0,-1.6068030831792846,20
CPC001 HA1E 24H-cyclosporine-10.0,-1.6070662483592728,20
CPC006 NCIH2073 6H-mst- 312-11.1,-1.6078614811415974,18
CPC006 MDST8 6H-16-hydroxytriptolide-0.08,-1.6079063928190251,20
CPC020 HT29 6H-BRD-A83124583-10.0,-1.6079785342585213,19
CPC014 SKB 24H-p0030-10.0,-1.6082801072357946,20
LJP005 HT29 24H-geldanamycin-1.11,-1.6084859204364466,20
CPC009 PC3 24H-BRD-K17023947-10.0,-1.6114727312787411,9
LJP006 MDAMB231 24H-PHA-793887-1.11,-1.6119747001880476,20
CPC018 HT29 6H-BRD-K10705233-10.0,-1.612072830144457,8
CPC014 ASC 24H-ct-incb-10.0,-1.6122362218067556,16
CPC004 HCC515 24H-albendazole-10.0,-1.6125430860211354,20
CPC006 U937 6H-BRD-K64642496-40.0,-1.6129295600677074,20
CPC017 A549 6H-oxindole i-10.0,-1.6137696609487344,20
CPC014 HA1E 6H-stock2s-79598-10.0,-1.6137960551665511,12
CPC018 ASC 24H-puromycin hydrochloride-10.0,-1.613800204869107,20
CPC005 A375 6H-ala-ala-phe-cmk-10.0,-1.6138819095281665,19
CPC005 A549 24H-bvt 948-10.0,-1.614498530696783,14
LJP005 MDAMB231 24H-NVP-AUY922-1.11,-1.6145233706635793,20
CPC014 A549 6H-BRD-K05104363-10.0,-1.6146415194520287,20
CPC005 A375 6H-calcipotriol-10.0,-1.6147063807421942,19
CPC006 PL21 6H-pp-110-22.2,-1.614707051173451,20
CPC006 SNUC4 6H-BRD-K05649647-20.0,-1.6151586472171353,19
CPC004 HA1E 6H-BRD-K37694030 (doxepin hydrochloride)-10.0,-1.6154461211428472,18
CPC017 HEPG2 6H-psb 11-10.0,-1.6154680372579584,20
CPC013 HCC515 6H-s1130-10.0,-1.6160536832760284,19
CPC007 A375 6H-BRD-K84203638-10.0,-1.6160856336635498,20
CPC020 HA1E 6H-BRD-K78373679-10.0,-1.6163138138888833,20
CPC008 VCAP 24H-dm-55-3 brd-k81592585-10.0,-1.6164973672211445,13
CPC020 PC3 24H-fludarabine-10.0,-1.6165071508483728,13
CPC017 A549 6H-cycloheximide-10.0,-1.6167506117038983,20
CPC018 HEPG2 6H-papaverine hydrochloride-10.0,-1.61691383798041,11
LJP005 A375 24H-dovitinib-0.37,-1.617603983678002,20
CPC006 HT29 24H-BRD-K53903639-80.0,-1.6177035263181574,20
CPC014 HA1E 6H-a-1065-10.0,-1.6179809669359326,20
CPC010 HCC515 6H-BRD-A18411371-10.0,-1.6180864138421378,18
CPC014 HT29 6H-BRD-U31801276-10.0,-1.6188954045068387,15
CPC013 HA1E 6H-hy-10161-10.0,-1.619040028059111,14
CPC006 SW620 6H-srt-1720-11.1,-1.6194393465913972,20
CPC014 PHH 24H-a-1065-10.0,-1.6195380451321701,14
CPC014 NPC 24H-BRD-A25337146-10.0,-1.6196512882682197,20
CPC012 PC3 24H-BRD-K68588778-10.0,-1.6201445202374272,10
CPC015 A549 24H-geldanamycin-10.0,-1.620253110036059,20
CPC012 VCAP 24H-BRD-K54822214-10.0,-1.6204064436345538,16
CPC001 HCC515 6H-strophanthidin-10.0,-1.6210229985306177,19
CPC020 MCF7 24H-spironolactone-10.0,-1.6211460681213947,10
CPC010 MCF7 24H-BRD-K93229693-10.0,-1.621447611129015,15
CPC006 RMUGS 6H-chaetocin-0.08,-1.6215795591823068,18
LJP005 BT20 3H-mitoxantrone-10,-1.621858712994972,20
CPC001 HCC515 6H-mek1/2 inhibitor-10.0,-1.6222941990448125,20
CPC013 MCF7 6H-c8273-10.0,-1.6223643176832265,17
LJP008 A549 24H-pracinostat-0.04,-1.622498214119899,20
CPC018 HT29 6H-butein-10.0,-1.6228750557364497,11
LJP005 BT20 3H-PLX-4720-10,-1.623536078805001,20
CPC006 HCC515 6H-nifedipine-10.0,-1.6237984647470431,16
CPC002 VCAP 6H-parthenolide-10.0,-1.6239442481223494,20
CPC006 CORL23 6H-parthenolide-20.0,-1.6244577074982032,19
CPC006 LOVO 6H-pac 1-10.0,-1.6244980021605477,17
CPC001 VCAP 6H-n-benzylnaltrindole hydrochloride-10.0,-1.624649235731933,11
CPC013 VCAP 24H-geldanamycin-10.0,-1.6247320038257582,15
CPC014 PC3 6H-BRD-A25337146-10.0,-1.6251646748813544,14
CPC012 A549 24H-BRD-K86472598-10.0,-1.6253268108432308,19
LJP005 BT20 3H-AS-601245-3.33,-1.6262744258017494,20
CPC016 HT29 6H-ntncb hydrochloride-10.0,-1.6268163398154156,12
CPC006 PC3 6H-peitc-10.0,-1.6271684951638437,15
CPD001 MCF7 6H-etoposide-10.0,-1.6274049243837676,15
CPC014 A549 6H-s1205-10.0,-1.62741348783591,20
CPC009 MCF7 6H-BRD-K61981833-10.0,-1.6274212623895536,14
CPD002 PC3 6H-daunorubicin hydrochloride-10.0,-1.6274397167137005,18
CPC014 A549 6H-a-275-10.0,-1.627509935332122,18
CPC006 A375 6H-ro 28-1675 ?-160.0,-1.6275561093078614,16
CPC004 A375 6H-penicillin g potassium-10.0,-1.6276631570138123,18
CPC007 HT29 24H-BRD-K05326558-10.0,-1.627731064841292,13
CPC020 VCAP 6H-nafcillin sodium salt monohydrate-10.0,-1.627905833030669,2
CPC017 A549 6H-mdl-28170-10.0,-1.6281916760791577,17
CPC006 NCIH1836 6H-curcumin-48.0,-1.6284791145629722,20
CPC013 PC3 6H-BRD-K58347372-10.0,-1.6285831397670718,2
CPC007 A375 24H-BRD-K93443135-10.0,-1.6290892216553456,18
CPC017 HEPG2 6H-diflunisal-10.0,-1.6296626400241996,18
CPC017 MCF7 6H-ag-879-10.0,-1.6298457472008283,16
LJP005 PC3 24H-neratinib-10,-1.6302542265260795,20
CPC012 HT29 6H-BRD-K72615639-10.0,-1.630299170957669,20
CPC006 RMUGS 6H-retinoic acid-40.0,-1.6320242701950425,20
CPC016 SKB 24H-ag 957-10.0,-1.6328599943825874,19
CPC006 U937 6H-bo2 (inhibits rad51)-40.0,-1.6337747196345378,20
CPC012 PC3 24H-BRD-K89156937-10.0,-1.6338347428421904,15
CPC008 HCC515 6H-BRD-K01896723-10.0,-1.634167047119003,19
LJP005 MCF7 24H-pelitinib-10,-1.6342057786734276,20
CPC013 MCF7 6H-BRD-K80786583-10.0,-1.6347608912617217,19
CPC014 NEU 24H-r2146-10.0,-1.6347998220961637,20
CPC001 HA1E 6H-talniflumate-10.0,-1.6348512853058716,16
CPC003 HA1E 6H-way 170523-10.0,-1.635116782392111,18
CPC014 NPC 24H-trichostatin a-10.0,-1.635248901878783,20
LJP005 BT20 24H-PD-184352-3.33,-1.6353800397671652,18
CPC020 HA1E 6H-BRD-A93393712-10.0,-1.6356032432673835,20
LJP005 MCF7 3H-torin-2-3.33,-1.6360565417313584,20
CPC018 MCF7 24H-ski ii-10.0,-1.6370645551329206,17
CPC014 NEU 24H-gr-103-10.0,-1.6382801453022544,18
CPC003 PC3 24H-amitriptyline hydrochloride-10.0,-1.6397011981588494,11
CPC010 VCAP 6H-doxapram-10.0,-1.6402638279313482,14
CPC008 A375 6H-BRD-K89209981-10.0,-1.640279353340738,17
CPC015 MCF7 6H-dactinomycin-10.0,-1.642294563961859,18
LJP006 BT20 24H-geldanamycin-3.33,-1.6436206659971462,20
CPC014 SKB 24H-t3205-10.0,-1.6436697567785616,16
CPC012 MCF7 24H-BRD-K16290432-10.0,-1.643755684669081,16
CPC008 HEPG2 6H-ncgc00184891-01-10.0,-1.6437793532576999,20
CPC006 NCIH596 6H-chaetocin-0.08,-1.6441894130158838,18
CPC013 ASC 24H-BRD-K77987635-10.0,-1.6447689376480081,14
LJP008 HT29 24H-I-BET151-0.37,-1.645251227303132,20
CPC005 A375 24H-tetrindole mesylate-10.0,-1.6459141628814293,20
CPC006 NCIH1836 6H-curcubitacin i-10.0,-1.6461524575756894,20
CPC012 HCC515 6H-BRD-A63583287-10.0,-1.6463200773752826,17
CPC004 HA1E 6H-epicatechin monogallate-10.0,-1.646813192801568,20
CPC004 VCAP 6H-estradiol cypionate-10.0,-1.6475119885597846,2
CPC006 A375 6H-BRD-K25737009-40.0,-1.6477240473750585,16
CPC006 HA1E 6H-mw-a1-12-10.0,-1.6480163216877208,20
CPC013 HEPG2 6H-s1452-10.0,-1.6484520213051765,20
CPC013 HCC515 6H-BRD-K87909389-10.0,-1.6489864681611928,19
CPC019 PC3 6H-BRD-A47832959-10.0,-1.6502257759595975,18
CPC013 ASC 24H-BRD-K48204702-10.0,-1.6504507804882065,6
CPC012 MCF7 24H-BRD-K69888333-10.0,-1.6512486588793778,19
CPC006 SW620 6H-dg-041-40.0,-1.6523932991945778,20
CPC004 PC3 24H-penicillin g potassium-10.0,-1.6524035338151055,11
CPC014 MCF7 6H-s1172-10.0,-1.6526402586100937,19
LJP005 BT20 3H-AS-601245-0.37,-1.6526876106721609,15
CPC006 HEC108 6H-imd 0354-10.0,-1.6531156195401828,13
CPC005 A375 24H-hydrocortisone acetate-10.0,-1.6531382132779593,20
CPC006 A549 24H-chr 2797-80.0,-1.65317519474662,20
CPC017 A375 6H-wr 216174-10.0,-1.6535551481240816,20
CPC006 SKM1 6H-imd 0354-10.0,-1.6539324287170107,20
CPC003 HCC515 6H-bufalin-10.0,-1.6543953111169771,18
CPC006 CL34 6H-7b-cis-10.0,-1.6545582051390708,20
CPC006 NCIH596 6H-BRD-K94325918-10.0,-1.6551552382869381,20
CPC006 SW620 6H-BRD-K57080016-80.0,-1.6571509524738584,17
CPD002 PC3 24H-digitoxigenin-10.0,-1.6576337408635338,20
CPD001 MCF7 6H-perhexiline maleate-10.0,-1.6577393035047934,16
CPC006 EFO27 6H-narciclasine-10.0,-1.658163515982546,20
CPC007 HT29 24H-BRD-K13665914-10.0,-1.6584840906063605,12
CPC007 A375 24H-ncgc00012588-02-10.0,-1.6601021460583518,20
CPC001 PC3 24H-nnc 05-2090 hydrochloride-10.0,-1.6603946444702278,11
CPC011 PC3 24H-honokiol-10.0,-1.6611362487845547,13
CPC012 A375 6H-t5212475-10.0,-1.6611996044440485,20
CPC006 SKM1 6H-4-demethoxydaunorubicin hydrochloride (65)-0.08,-1.6613916147938927,20
CPC017 SKB 24H-lawsone-10.0,-1.6617467323335673,20
CPC006 SW620 6H-cytosporone b-10.0,-1.6624212350265721,19
CPC013 HEPG2 6H-km 01366-10.0,-1.662445661188947,13
CPC016 A375 6H-camptothecin-10.0,-1.6624577852247147,20
CPC009 HEPG2 6H-BRD-A16820783-10.0,-1.662562101443916,20
CPC006 SW620 6H-7b-cis-10.0,-1.6630215739795229,15
CPC002 PC3 24H-r(+)-6-bromo-apb-10.0,-1.6635653852883194,3
CPC019 HEPG2 6H-BRD-K74486276-10.0,-1.6639999493166575,17
CPC001 HCC515 6H-clofarabine-10.0,-1.664140193933334,20
CPC005 A375 24H-sb 258585 hydrochloride-10.0,-1.664425370656387,16
CPC005 A549 24H-n-formylmethionylalanine-10.0,-1.6645176457147992,17
LJP007 HEPG2 24H-NVP-BGT226-0.12,-1.6652784588611245,20
CPC003 HA1E 6H-doxorubicin hydrochloride-10.0,-1.6653780608945903,20
CPC018 A375 6H-doxorubicin-10.0,-1.6656063526531397,20
CPC001 VCAP 6H-amt hydrochloride-10.0,-1.6666236554705942,18
CPC006 MDST8 6H-hki-272-10.0,-1.6676399837401377,19
CPC002 PC3 24H-lamotrigine-10.0,-1.6678882763126883,16
LJP006 PC3 24H-AZD-7762-1.11,-1.668168974377484,20
CPC006 SKM1 6H-BRD-K73261812-10.0,-1.668222438353644,20
CPC006 HA1E 6H-BRD-K60219430-10.0,-1.6686318363421488,16
CPC020 PC3 6H-BRD-A49848186-10.0,-1.6687696490508053,20
CPC013 VCAP 24H-BRD-K03176945-10.0,-1.6687879487941832,20
LJP006 MDAMB231 24H-QL-X-138-3.33,-1.6698501906151972,20
CPC011 A375 6H-triptolide-10.0,-1.6699045107347723,20
CPC006 MCF7 24H-cyclosporine-10.0,-1.6700455859954932,20
CPC012 VCAP 24H-BRD-K71935468-10.0,-1.6705161592775564,20
CPC015 A549 24H-triamterene-10.0,-1.6707136960842421,20
LJP006 HME1 3H-afatinib-0.12,-1.6712384808158995,20
CPC007 PC3 6H-k784-3187-10.0,-1.6713570634973336,20
CPC014 HCC515 6H-BRD-A80960055-10.0,-1.6715972827838725,20
CPC006 THP1 6H-imd 0354-10.0,-1.6720117508031644,18
CPC018 MCF7 6H-pifithrin- ?-10.0,-1.6728280598090428,20
CPC007 A549 24H-ncgc00183696-01-10.0,-1.6733358932678373,20
CPC006 PC3 6H-ci 976-80.0,-1.674047299046166,16
CPC020 MCF7 24H-eryped-10.0,-1.6740625037563248,2
CPC006 SW620 6H-6-diazo-5-oxo-l-norleucine-40.0,-1.6742147420538203,19
CPC006 NCIH1694 6H-BRD-K92317137-10.0,-1.6742814156993724,20
"CPC006 NCIH596 6H-ingenol 3, 20-dibenzoate-10.0",-1.6743956623741492,19
CPC009 PC3 24H-BRD-K71489689-10.0,-1.6746749749045557,12
CPC006 A375 24H-lde225 (nvp-lde225)-10.0,-1.6755250079585904,18
LJP005 HEPG2 24H-LDN-193189-1.11,-1.6756378130684983,20
CPC018 NPC 24H-capsazepine-10.0,-1.6760494681674278,16
CPC017 HEPG2 6H-ag-879-10.0,-1.6762161750531928,20
CPC006 HA1E 6H-tpca-1-10.0,-1.6768338010337362,18
CPC006 SW480 6H-BRD-K49371609-0.09,-1.6776592782755662,20
CPC010 VCAP 6H-BRD-A18411371-10.0,-1.6776982607879778,20
CPC012 HCC515 6H-t5212475-10.0,-1.6779461116342913,19
CPC005 HT29 6H-dilazep dihydrochloride-10.0,-1.678347382126803,20
CPC014 MCF7 24H-BRD-U64289953-10.0,-1.67908811614672,20
CPC008 MCF7 6H-vu0418934-2-10.0,-1.6792357555662365,17
CPC009 PC3 24H-BRD-K29143967-10.0,-1.6798068760948255,15
CPC009 VCAP 6H-BRD-A86792397-10.0,-1.6799479649842515,12
CPC006 A549 6H-ku-0063794-10.0,-1.6800168490562188,20
CPC002 VCAP 24H-sb 408124-10.0,-1.6801678634626458,18
CPC014 HEPG2 6H-st4062971-10.0,-1.6803739043668435,19
CPC014 NEU 24H-stk397047-10.0,-1.680602060596045,20
LJP006 SKBR3 3H-JNK-9L-0.37,-1.6806164194360458,20
CPC012 VCAP 24H-BRD-K72264770-10.0,-1.6816767999516051,12
CPC003 HCC515 24H-puromycin dihydrochloride-10.0,-1.6818280478106926,20
